step,splaynet,central_splaynet,full_binary
1000,23.071199999999997,22.488599999999998,23.9972
2000,23.5243,22.948650000000004,23.977399999999996
3000,23.853069999999995,23.252499999999998,23.99074
4000,24.06385,23.45346,23.980629999999998
5000,24.177680000000002,23.569820000000004,23.97992
6000,24.28467,23.67505,23.99146
7000,24.348690000000005,23.736209999999996,23.99814
8000,24.38326,23.77064,23.9916
9000,24.407210000000003,23.80001,23.987149999999996
10000,24.458819999999996,23.84883,23.98467
11000,24.47924,23.86581,23.985930000000003
12000,24.49722,23.88708,23.987350000000003
13000,24.50253,23.896890000000003,23.98282
14000,24.52553,23.92014,23.98549
15000,24.52613,23.918429999999997,23.983789999999996
16000,24.539820000000002,23.930120000000002,23.984060000000003
17000,24.55618,23.94735,23.983610000000006
18000,24.576910000000005,23.96819,23.985809999999997
19000,24.59067,23.98279,23.985350000000004
20000,24.59677,23.98786,23.98393
21000,24.603839999999998,23.993560000000002,23.98198
22000,24.61454,24.002460000000003,23.98304
23000,24.606240000000003,23.99265,23.98393
24000,24.616459999999996,24.001510000000003,23.98371
25000,24.62436,24.006220000000003,23.98469
26000,24.636270000000003,24.017540000000004,23.986849999999997
27000,24.64398,24.02415,23.98948
28000,24.64762,24.02792,23.987820000000003
29000,24.65522,24.035950000000003,23.988729999999997
30000,24.658369999999998,24.03895,23.98692
31000,24.65716,24.03766,23.98912
32000,24.654679999999995,24.03483,23.988239999999998
33000,24.659419999999997,24.03817,23.988840000000003
34000,24.6672,24.046200000000002,23.990160000000003
35000,24.670499999999997,24.051000000000002,23.992560000000005
36000,24.67433,24.053359999999998,23.99074
37000,24.68061,24.05918,23.990969999999997
38000,24.679859999999998,24.058730000000004,23.9917
39000,24.68622,24.064629999999998,23.99289
40000,24.68525,24.0636,23.99372
41000,24.691470000000002,24.07049,23.994359999999993
42000,24.69019,24.06983,23.99526
43000,24.69188,24.07089,23.99508
44000,24.699279999999995,24.07794,23.994960000000003
45000,24.69603,24.07371,23.99449
46000,24.697219999999998,24.074840000000002,23.99513
47000,24.69872,24.076410000000003,23.997000000000003
48000,24.695359999999997,24.07319,23.997210000000003
49000,24.69858,24.076060000000002,23.99703
50000,24.70039,24.078839999999996,23.99666
51000,24.703120000000006,24.08134,23.996299999999998
52000,24.70444,24.082050000000002,23.994850000000003
53000,24.708589999999997,24.08571,23.99482
54000,24.70824,24.08545,23.99432
55000,24.70783,24.085079999999998,23.994320000000002
56000,24.703480000000003,24.08179,23.99346
57000,24.70303,24.081660000000003,23.99246
58000,24.70252,24.080810000000007,23.99344
59000,24.702889999999996,24.08031,23.992960000000004
60000,24.707,24.083849999999998,23.993180000000002
61000,24.707069999999998,24.08347,23.991720000000004
62000,24.708769999999998,24.08427,23.991940000000003
63000,24.70986,24.084600000000002,23.99216
64000,24.7112,24.086179999999995,23.991909999999997
65000,24.70876,24.08437,23.99146
66000,24.70757,24.083019999999998,23.9899
67000,24.708249999999996,24.08321,23.99011
68000,24.705479999999998,24.08061,23.989569999999997
69000,24.707819999999998,24.08263,23.990329999999997
70000,24.70797,24.08263,23.989700000000003
71000,24.710120000000003,24.08468,23.98985
72000,24.7102,24.084490000000002,23.98977
73000,24.70767,24.08254,23.99022
74000,24.70688,24.08118,23.990969999999997
75000,24.70628,24.080999999999996,23.99142
76000,24.70746,24.08267,23.99242
77000,24.709850000000003,24.0844,23.99204
78000,24.70899,24.08338,23.991269999999997
79000,24.71318,24.087619999999994,23.99177
80000,24.716509999999996,24.09065,23.991480000000003
81000,24.71602,24.090549999999997,23.99067
82000,24.713900000000002,24.08821,23.99093
83000,24.712719999999997,24.08759,23.9915
84000,24.71154,24.08621,23.991239999999998
85000,24.71153,24.086479999999998,23.9916
86000,24.71241,24.08734,23.99221
87000,24.71221,24.087390000000003,23.993199999999998
88000,24.711759999999998,24.086909999999996,23.99357
89000,24.71167,24.087410000000002,23.99344
90000,24.712020000000003,24.087830000000004,23.99344
91000,24.71379,24.089589999999998,23.993739999999995
92000,24.71397,24.089450000000003,23.99317
93000,24.71471,24.090200000000003,23.99357
94000,24.71216,24.08795,23.993419999999997
95000,24.71191,24.0876,23.99313
96000,24.712739999999997,24.08802,23.993190000000002
97000,24.71104,24.08642,23.993460000000002
98000,24.71252,24.08822,23.99343
99000,24.710200000000004,24.086109999999998,23.993270000000003
100000,24.70812,24.083869999999997,23.99251
101000,24.709129999999995,24.08501,23.992830000000005
102000,24.71065,24.086689999999997,23.992980000000003
103000,24.7088,24.084780000000002,23.993000000000002
104000,24.709249999999997,24.08504,23.99327
105000,24.709339999999997,24.08527,23.99226
106000,24.711270000000003,24.08786,23.99264
107000,24.7128,24.08921,23.99198
108000,24.71277,24.08946,23.991500000000002
109000,24.710929999999998,24.08781,23.99147
110000,24.71239,24.089530000000003,23.99158
111000,24.71234,24.08985,23.991170000000004
112000,24.713520000000003,24.090680000000003,23.990429999999996
113000,24.71506,24.091949999999997,23.991039999999998
114000,24.71492,24.092100000000002,23.991149999999998
115000,24.71841,24.095390000000002,23.99088
116000,24.717509999999997,24.094389999999997,23.99134
117000,24.71773,24.09456,23.991680000000002
118000,24.720550000000003,24.097209999999997,23.991169999999997
119000,24.723200000000002,24.099860000000003,23.990940000000002
120000,24.724809999999998,24.10132,23.990850000000002
121000,24.7243,24.10053,23.9907
122000,24.72265,24.098750000000003,23.990699999999997
123000,24.722900000000003,24.099079999999997,23.99103
124000,24.72361,24.10002,23.990599999999997
125000,24.72414,24.100699999999996,23.989970000000003
126000,24.723869999999998,24.10014,23.989890000000003
127000,24.723659999999995,24.09973,23.98988
